,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0053871870040893555,0.0030221939086914062,0.002809971570968628,0.0039314329624176025,0.003071725368499756,0.004738926887512207,0.004649519920349121,0.004758596420288086,0.004720330238342285,0.0042531490325927734,0.005752116441726685,0.003702223300933838,0.003629028797149658
1,0.0030221939086914062,0.0019137859344482422,0.001266390085220337,0.003046274185180664,0.0014062821865081787,0.003284066915512085,0.00405043363571167,0.003103494644165039,0.00413629412651062,0.0046350955963134766,0.005713045597076416,0.0030354559421539307,0.0034615397453308105
2,0.002809971570968628,0.001266390085220337,0.0008934736251831055,0.0020579397678375244,0.0014662742614746094,0.002589583396911621,0.00276339054107666,0.0020705759525299072,0.0027534961700439453,0.00496259331703186,0.005053788423538208,0.0029754340648651123,0.00272330641746521
3,0.0039314329624176025,0.003046274185180664,0.0020579397678375244,0.0037276744842529297,0.0019275546073913574,0.003525763750076294,0.003811269998550415,0.004215419292449951,0.0047682225704193115,0.004781126976013184,0.005614221096038818,0.003988444805145264,0.003906160593032837
4,0.003071725368499756,0.0014062821865081787,0.0014662742614746094,0.0019275546073913574,0.0009192228317260742,0.0025247931480407715,0.003163963556289673,0.0027291476726531982,0.0029062628746032715,0.004087179899215698,0.004346728324890137,0.0025205910205841064,0.002661466598510742
5,0.004738926887512207,0.003284066915512085,0.002589583396911621,0.003525763750076294,0.0025247931480407715,0.004088878631591797,0.0033628344535827637,0.0047883689403533936,0.00445103645324707,0.005028843879699707,0.005238980054855347,0.004397988319396973,0.0037230849266052246
6,0.004649519920349121,0.00405043363571167,0.00276339054107666,0.003811269998550415,0.003163963556289673,0.0033628344535827637,0.0029975175857543945,0.004428058862686157,0.004758268594741821,0.005550682544708252,0.00540769100189209,0.004742234945297241,0.004097551107406616
7,0.004758596420288086,0.003103494644165039,0.0020705759525299072,0.004215419292449951,0.0027291476726531982,0.0047883689403533936,0.004428058862686157,0.004720211029052734,0.005182623863220215,0.005471467971801758,0.006739914417266846,0.004848003387451172,0.004479050636291504
8,0.004720330238342285,0.00413629412651062,0.0027534961700439453,0.0047682225704193115,0.0029062628746032715,0.00445103645324707,0.004758268594741821,0.005182623863220215,0.005876779556274414,0.005731374025344849,0.006463766098022461,0.004862040281295776,0.004724055528640747
9,0.0042531490325927734,0.0046350955963134766,0.00496259331703186,0.004781126976013184,0.004087179899215698,0.005028843879699707,0.005550682544708252,0.005471467971801758,0.005731374025344849,0.007465481758117676,0.006942451000213623,0.0055606067180633545,0.0054267048835754395
10,0.005752116441726685,0.005713045597076416,0.005053788423538208,0.005614221096038818,0.004346728324890137,0.005238980054855347,0.00540769100189209,0.006739914417266846,0.006463766098022461,0.006942451000213623,0.006475567817687988,0.005931109189987183,0.004893481731414795
11,0.003702223300933838,0.0030354559421539307,0.0029754340648651123,0.003988444805145264,0.0025205910205841064,0.004397988319396973,0.004742234945297241,0.004848003387451172,0.004862040281295776,0.0055606067180633545,0.005931109189987183,0.004196763038635254,0.00387689471244812
12,0.003629028797149658,0.0034615397453308105,0.00272330641746521,0.003906160593032837,0.002661466598510742,0.0037230849266052246,0.004097551107406616,0.004479050636291504,0.004724055528640747,0.0054267048835754395,0.004893481731414795,0.00387689471244812,0.0034595727920532227
